"","issn","tilte","code","area"
"14074","1741-0401","International Journal of Productivity and Performance Management","1400","Business, Management and Accounting (all)"
"14075","1741-0401","International Journal of Productivity and Performance Management","1408","Strategy and Management"
"14076","1741-0819","Journal of Youth and Theology","1212","Religious Studies"
"14077","1741-1009","International Journal of Knowledge and Learning","3304","Education"
"14078","1741-1041","International Journal of Public Sector Performance Management","3321","Public Administration"
"14079","1741-1041","International Journal of Public Sector Performance Management","1408","Strategy and Management"
"14080","1741-1041","International Journal of Public Sector Performance Management","1407","Organizational Behavior and Human Resource Management"
"14081","1741-1122","Journal of Policy and Practice in Intellectual Disabilities","3306","Health (social science)"
"14082","1741-1122","Journal of Policy and Practice in Intellectual Disabilities","2739","Public Health, Environmental and Occupational Health"
"14083","1741-1912","Ethnomusicology Forum","3314","Anthropology"
"14084","1741-1912","Ethnomusicology Forum","1210","Music"
"14085","1741-2552",NA,NA,NA
"14086","1741-8887","E-Learning and Digital Media","3304","Education"
"14087","1741-8887","E-Learning and Digital Media","1706","Computer Science Applications"
"14088","1741-9174","International Journal of Agile Systems and Management","1701","Computer Science (miscellaneous)"
"14089","1741-9174","International Journal of Agile Systems and Management","2201","Engineering (miscellaneous)"
"14090","1741-9174","International Journal of Agile Systems and Management","1000","Multidisciplinary"
"14091","1741-9174","International Journal of Agile Systems and Management","2209","Industrial and Manufacturing Engineering"
"14092","1742-0105",NA,NA,NA
"14093","1742-4755","Reproductive Health","2743","Reproductive Medicine"
"14094","1742-4755","Reproductive Health","2729","Obstetrics and Gynecology"
"14095","1742-6405","AIDS Research and Therapy","1313","Molecular Medicine"
"14096","1742-6405","AIDS Research and Therapy","2406","Virology"
"14097","1742-6405","AIDS Research and Therapy","2736","Pharmacology (medical)"
"14098","1742-7622","Emerging Themes in Epidemiology","2713","Epidemiology"
"14099","1742-7835","Basic and Clinical Pharmacology and Toxicology","3005","Toxicology"
"14100","1742-7835","Basic and Clinical Pharmacology and Toxicology","3004","Pharmacology"
"14101","1742-8173",NA,NA,NA
"14102","1743-3509","WIT Transactions on the Built Environment","2216","Architecture"
"14103","1743-3509","WIT Transactions on the Built Environment","2205","Civil and Structural Engineering"
"14104","1743-3509","WIT Transactions on the Built Environment","2215","Building and Construction"
"14105","1743-3509","WIT Transactions on the Built Environment","2203","Automotive Engineering"
"14106","1743-3509","WIT Transactions on the Built Environment","3313","Transportation"
"14107","1743-3509","WIT Transactions on the Built Environment","2213","Safety, Risk, Reliability and Quality"
"14108","1743-3509","WIT Transactions on the Built Environment","1201","Arts and Humanities (miscellaneous)"
"14109","1743-3509","WIT Transactions on the Built Environment","3311","Safety Research"
"14110","1743-3509","WIT Transactions on the Built Environment","1706","Computer Science Applications"
"14111","1743-3541","WIT Transactions on Ecology and the Environment","2300","Environmental Science (all)"
"14112","1743-453X",NA,NA,NA
"14113","1743-4955","International Journal of Environment and Health","1400","Business, Management and Accounting (all)"
"14114","1743-4955","International Journal of Environment and Health","2300","Environmental Science (all)"
"14115","1743-4955","International Journal of Environment and Health","2739","Public Health, Environmental and Occupational Health"
"14116","1743-7601","International Journal of Sustainable Development and Planning","3305","Geography, Planning and Development"
"14117","1743-7601","International Journal of Sustainable Development and Planning","2105","Renewable Energy, Sustainability and the Environment"
"14118","1743-7601","International Journal of Sustainable Development and Planning","2308","Management, Monitoring, Policy and Law"
"14119","1743-8462","Australia and New Zealand Health Policy","2719","Health Policy"
"14120","1743-8462","Australia and New Zealand Health Policy","2739","Public Health, Environmental and Occupational Health"
"14121","1743-9884","Learning, Media and Technology","3304","Education"
"14122","1743-9884","Learning, Media and Technology","2214","Media Technology"
"14123","1744-0084","International Journal of Web Information Systems","1710","Information Systems"
"14124","1744-0084","International Journal of Web Information Systems","1705","Computer Networks and Communications"
"14125","1744-1854","Comparative Critical Studies","3316","Cultural Studies"
"14126","1744-1854","Comparative Critical Studies","1208","Literature and Literary Theory"
"14127","1744-1870","Women's Health Medicine","2743","Reproductive Medicine"
"14128","1744-1870","Women's Health Medicine","2729","Obstetrics and Gynecology"
"14129","1744-1870","Women's Health Medicine","2739","Public Health, Environmental and Occupational Health"
"14130","1744-1870","Women's Health Medicine","2728","Neurology (clinical)"
"14131","1744-859X","Annals of General Psychiatry","2738","Psychiatry and Mental Health"
"14132","1744-9855","Journal of Postcolonial Writing","1208","Literature and Literary Theory"
"14133","1744-9871","Journal of Research in Nursing","2922","Research and Theory"
"14134","1745-0918","Shakespeare","1213","Visual Arts and Performing Arts"
"14135","1745-0918","Shakespeare","1208","Literature and Literary Theory"
"14136","1745-3542","Advances in Hospitality and Leisure","3305","Geography, Planning and Development"
"14137","1745-3542","Advances in Hospitality and Leisure","1409","Tourism, Leisure and Hospitality Management"
"14138","1745-9265","Drugs and Alcohol Today","2701","Medicine (miscellaneous)"
"14139","1745-9265","Drugs and Alcohol Today","3203","Clinical Psychology"
"14140","1745-9265","Drugs and Alcohol Today","2738","Psychiatry and Mental Health"
"14141","1746-0719","Anthropology of the Middle East","3314","Anthropology"
"14142","1746-0751","Regenerative Medicine","2204","Biomedical Engineering"
"14143","1746-0751","Regenerative Medicine","2710","Embryology"
"14144","1746-4358","International Breastfeeding Journal","2735","Pediatrics, Perinatology and Child Health"
"14145","1746-4358","International Breastfeeding Journal","2729","Obstetrics and Gynecology"
"14146","1746-5648","Qualitative Research in Organizations and Management","1400","Business, Management and Accounting (all)"
"14147","1746-5648","Qualitative Research in Organizations and Management","1407","Organizational Behavior and Human Resource Management"
"14148","1746-6660","Journal of Children's Services","3306","Health (social science)"
"14149","1746-6660","Journal of Children's Services","3304","Education"
"14150","1746-6660","Journal of Children's Services","3204","Developmental and Educational Psychology"
"14151","1746-6660","Journal of Children's Services","3312","Sociology and Political Science"
"14152","1746-6660","Journal of Children's Services","3308","Law"
"14153","1746-725X","International Journal of Mobile Learning and Organisation","3304","Education"
"14154","1746-725X","International Journal of Mobile Learning and Organisation","1706","Computer Science Applications"
"14155","1746-8477","Animation","1213","Visual Arts and Performing Arts"
"14156","1746-8809","International Journal of Emerging Markets","1400","Business, Management and Accounting (all)"
"14157","1746-8809","International Journal of Emerging Markets","1403","Business and International Management"
"14158","1747-0307","British Journal of Neuroscience Nursing","2900","Nursing (all)"
"14159","1747-0307","British Journal of Neuroscience Nursing","2728","Neurology (clinical)"
"14160","1747-3616","Young Consumers","2001","Economics, Econometrics and Finance (miscellaneous)"
"14161","1747-3616","Young Consumers","3319","Life-span and Life-course Studies"
"14162","1747-423X","Journal of Land Use Science","3305","Geography, Planning and Development"
"14163","1747-423X","Journal of Land Use Science","1904","Earth-Surface Processes"
"14164","1747-423X","Journal of Land Use Science","2308","Management, Monitoring, Policy and Law"
"14165","1747-6321","Gender and Language","3318","Gender Studies"
"14166","1747-6321","Gender and Language","1203","Language and Linguistics"
"14167","1747-6321","Gender and Language","1211","Philosophy"
"14168","1747-6321","Gender and Language","3310","Linguistics and Language"
"14169","1748-2798","Journal of Children and Media","3316","Cultural Studies"
"14170","1748-2798","Journal of Children and Media","3315","Communication"
"14171","1748-5908","Implementation Science","2719","Health Policy"
"14172","1748-5908","Implementation Science","2718","Health Informatics"
"14173","1748-5908","Implementation Science","2739","Public Health, Environmental and Occupational Health"
"14174","1748-6815","Journal of Plastic, Reconstructive and Aesthetic Surgery","2746","Surgery"
"14175","1748-7870","Journal of Economic Policy Reform","1403","Business and International Management"
"14176","1748-7870","Journal of Economic Policy Reform","2000","Economics, Econometrics and Finance (all)"
"14177","1749-4907","Journal for the Study of Religion, Nature and Culture","3316","Cultural Studies"
"14178","1749-4907","Journal for the Study of Religion, Nature and Culture","1105","Ecology, Evolution, Behavior and Systematics"
"14179","1749-4907","Journal for the Study of Religion, Nature and Culture","2303","Ecology"
"14180","1749-4907","Journal for the Study of Religion, Nature and Culture","1212","Religious Studies"
"14181","1749-5032","Corpora","1203","Language and Linguistics"
"14182","1749-5032","Corpora","3310","Linguistics and Language"
"14183","1749-8171","Religion Compass","1212","Religious Studies"
"14184","1749-852X","Economics of Peace and Security Journal","2001","Economics, Econometrics and Finance (miscellaneous)"
"14185","1749-852X","Economics of Peace and Security Journal","3320","Political Science and International Relations"
"14186","1749-852X","Economics of Peace and Security Journal","1405","Management of Technology and Innovation"
"14187","1750 676X",NA,NA,NA
"14188","1750-1172","Orphanet Journal of Rare Diseases","2716","Genetics (clinical)"
"14189","1750-1172","Orphanet Journal of Rare Diseases","2736","Pharmacology (medical)"
"14190","1750-614X","Chinese Management Studies","1400","Business, Management and Accounting (all)"
"14191","1750-8592","Child Development Perspectives","2735","Pediatrics, Perinatology and Child Health"
"14192","1750-8592","Child Development Perspectives","3204","Developmental and Educational Psychology"
"14193","1750-8592","Child Development Perspectives","3319","Life-span and Life-course Studies"
"14194","1751-0694","Creative Industries Journal","3316","Cultural Studies"
"14195","1751-0694","Creative Industries Journal","3315","Communication"
"14196","1751-0694","Creative Industries Journal","1213","Visual Arts and Performing Arts"
"14197","1751-0694","Creative Industries Journal","1408","Strategy and Management"
"14198","1751-0694","Creative Industries Journal","1405","Management of Technology and Innovation"
"14199","1751-1577","Journal of Informetrics","1706","Computer Science Applications"
"14200","1751-1577","Journal of Informetrics","3309","Library and Information Sciences"
"14201","1751-1879","Leadership in Health Services","2719","Health Policy"
"14202","1751-1879","Leadership in Health Services","1400","Business, Management and Accounting (all)"
"14203","1751-5637","Business Strategy Series","1408","Strategy and Management"
"14204","1751-6242","Journal of Asian Public Policy","3312","Sociology and Political Science"
"14205","1751-6242","Journal of Asian Public Policy","3321","Public Administration"
"14206","1751-6757","European Journal of International Management","1403","Business and International Management"
"14207","1751-6757","European Journal of International Management","3304","Education"
"14208","1751-6757","European Journal of International Management","1407","Organizational Behavior and Human Resource Management"
"14209","1751-7575","Enterprise Information Systems","1706","Computer Science Applications"
"14210","1751-7575","Enterprise Information Systems","1802","Information Systems and Management"
"14211","1751-911X","International Journal of Electronic Security and Digital Forensics","2213","Safety, Risk, Reliability and Quality"
"14212","1751-911X","International Journal of Electronic Security and Digital Forensics","1705","Computer Networks and Communications"
"14213","1751-911X","International Journal of Electronic Security and Digital Forensics","3308","Law"
"14214","1751-942X","Journal of Arab and Muslim Media Research","3316","Cultural Studies"
"14215","1751-942X","Journal of Arab and Muslim Media Research","3315","Communication"
"14216","1751-942X","Journal of Arab and Muslim Media Research","3310","Linguistics and Language"
"14217","1752-5195",NA,NA,NA
"14218","1752-7503",NA,NA,NA
"14219","1753-1586",NA,NA,NA
"14220","1753-318X","Journal of Flood Risk Management","2305","Environmental Engineering"
"14221","1753-318X","Journal of Flood Risk Management","3305","Geography, Planning and Development"
"14222","1753-318X","Journal of Flood Risk Management","2213","Safety, Risk, Reliability and Quality"
"14223","1753-318X","Journal of Flood Risk Management","2312","Water Science and Technology"
"14224","1753-3600",NA,NA,NA
"14225","1753-5255","International Journal of Technology Enhanced Learning","3304","Education"
"14226","1753-5255","International Journal of Technology Enhanced Learning","1706","Computer Science Applications"
"14227","1753-8068","Journal of Communication in Healthcare","3315","Communication"
"14228","1753-8068","Journal of Communication in Healthcare","2739","Public Health, Environmental and Occupational Health"
"14229","1753-8068","Journal of Communication in Healthcare","3605","Health Information Management"
"14230","1753-8254","Indian Growth and Development Review","1403","Business and International Management"
"14231","1753-8254","Indian Growth and Development Review","3305","Geography, Planning and Development"
"14232","1753-8254","Indian Growth and Development Review","2002","Economics and Econometrics"
"14233","1753-8335","Journal of Place Management and Development","1403","Business and International Management"
"14234","1753-8335","Journal of Place Management and Development","3305","Geography, Planning and Development"
"14235","1753-8335","Journal of Place Management and Development","3322","Urban Studies"
"14236","1753-8335","Journal of Place Management and Development","1409","Tourism, Leisure and Hospitality Management"
"14237","1753-8335","Journal of Place Management and Development","1408","Strategy and Management"
"14238","1753-8335","Journal of Place Management and Development","1406","Marketing"
"14239","1753-8394","International Journal of Islamic and Middle Eastern Finance and Management","1403","Business and International Management"
"14240","1753-8394","International Journal of Islamic and Middle Eastern Finance and Management","2003","Finance"
"14241","1754-730X","Advances in School Mental Health Promotion","2735","Pediatrics, Perinatology and Child Health"
"14242","1754-730X","Advances in School Mental Health Promotion","3204","Developmental and Educational Psychology"
"14243","1754-730X","Advances in School Mental Health Promotion","2919","Pediatrics"
"14244","1754-730X","Advances in School Mental Health Promotion","2739","Public Health, Environmental and Occupational Health"
"14245","1754-730X","Advances in School Mental Health Promotion","2738","Psychiatry and Mental Health"
"14246","1754-8632","International Journal of Autonomous and Adaptive Communications Systems","1700","Computer Science (all)"
"14247","1754-8632","International Journal of Autonomous and Adaptive Communications Systems","2208","Electrical and Electronic Engineering"
"14248","1755-0386","International Journal of Advanced Intelligence Paradigms","1700","Computer Science (all)"
"14249","1755-0386","International Journal of Advanced Intelligence Paradigms","2200","Engineering (all)"
"14250","1755-0386","International Journal of Advanced Intelligence Paradigms","2604","Applied Mathematics"
"14251","1755-0556","International Journal of Reasoning-based Intelligent Systems","1700","Computer Science (all)"
"14252","1755-0556","International Journal of Reasoning-based Intelligent Systems","2200","Engineering (all)"
"14253","1755-2419",NA,NA,NA
"14254","1755-2923","Anthropological Journal of European Cultures","3316","Cultural Studies"
"14255","1755-2923","Anthropological Journal of European Cultures","3314","Anthropology"
"14256","1755-4195","Journal of Indian Business Research","1400","Business, Management and Accounting (all)"
"14257","1755-4217","Worldwide Hospitality and Tourism Themes","3303","Development"
"14258","1755-4217","Worldwide Hospitality and Tourism Themes","1409","Tourism, Leisure and Hospitality Management"
"14259","1755-4217","Worldwide Hospitality and Tourism Themes","2308","Management, Monitoring, Policy and Law"
"14260","1755-4330","Nature Chemistry","1600","Chemistry (all)"
"14261","1755-4330","Nature Chemistry","1500","Chemical Engineering (all)"
"14262","1755-5345","Journal of Choice Modelling","2611","Modeling and Simulation"
"14263","1755-5345","Journal of Choice Modelling","1804","Statistics, Probability and Uncertainty"
"14264","1755-6198","International Research in Children's Literature","1208","Literature and Literary Theory"
"14265","1755-750X","Journal of Historical Research in Marketing","1406","Marketing"
"14266","1755-9944",NA,NA,NA
"14267","1756-1019",NA,NA,NA
"14268","1756-1108",NA,NA,NA
"14269","1756-2538","International Journal of Sustainable Society","3305","Geography, Planning and Development"
"14270","1756-2538","International Journal of Sustainable Society","2301","Environmental Science (miscellaneous)"
"14271","1756-2538","International Journal of Sustainable Society","3312","Sociology and Political Science"
"14272","1756-2538","International Journal of Sustainable Society","2308","Management, Monitoring, Policy and Law"
"14273","1756-526X",NA,NA,NA
"14274","1756-5804","International Journal of Sustainable Economy","1403","Business and International Management"
"14275","1756-5804","International Journal of Sustainable Economy","3303","Development"
"14276","1756-5804","International Journal of Sustainable Economy","2003","Finance"
"14277","1756-5804","International Journal of Sustainable Economy","2002","Economics and Econometrics"
"14278","1756-5804","International Journal of Sustainable Economy","1405","Management of Technology and Innovation"
"14279","1756-5847","Writing and Pedagogy","3304","Education"
"14280","1756-5847","Writing and Pedagogy","1203","Language and Linguistics"
"14281","1756-5847","Writing and Pedagogy","3310","Linguistics and Language"
"14282","1756-9850","International Journal of Economics and Business Research","1400","Business, Management and Accounting (all)"
"14283","1756-9850","International Journal of Economics and Business Research","2000","Economics, Econometrics and Finance (all)"
"14284","1757-1898","Catalan Journal of Communication and Cultural Studies","3316","Cultural Studies"
"14285","1757-1898","Catalan Journal of Communication and Cultural Studies","3315","Communication"
"14286","1757-4676","EMBO Molecular Medicine","1313","Molecular Medicine"
"14287","1757-5648","International Journal of Pluralism and Economics Education","3304","Education"
"14288","1757-5648","International Journal of Pluralism and Economics Education","3312","Sociology and Political Science"
"14289","1757-5648","International Journal of Pluralism and Economics Education","2000","Economics, Econometrics and Finance (all)"
"14290","1757-6458","Journal of Literary and Cultural Disability Studies","3306","Health (social science)"
"14291","1757-6458","Journal of Literary and Cultural Disability Studies","3600","Health Professions  (all)"
"14292","1757-6458","Journal of Literary and Cultural Disability Studies","3300","Social Sciences (all)"
"14293","1757-8779","International Journal of Critical Computer-Based Systems","1700","Computer Science (all)"
"14294","1757-8795",NA,NA,NA
"14295","1757-9759","Global Health Promotion","2739","Public Health, Environmental and Occupational Health"
"14296","1758-2555","Sports Medicine, Arthroscopy, Rehabilitation, Therapy and Technology","2732","Orthopedics and Sports Medicine"
"14297","1758-2555","Sports Medicine, Arthroscopy, Rehabilitation, Therapy and Technology","3612","Physical Therapy, Sports Therapy and Rehabilitation"
"14298","1758-2555","Sports Medicine, Arthroscopy, Rehabilitation, Therapy and Technology","2742","Rehabilitation"
"14299","1758-5716","Childhood in the Past","3314","Anthropology"
"14300","1758-5716","Childhood in the Past","3319","Life-span and Life-course Studies"
"14301","1758-6801","Writing Systems Research","1203","Language and Linguistics"
"14302","1758-6801","Writing Systems Research","3310","Linguistics and Language"
"14303","1758-8936","Cognitive Neuroscience","2805","Cognitive Neuroscience"
"14304","1759-4812","Nature Reviews Urology","2748","Urology"
"14305","1759-8478","Journal of NeuroInterventional Surgery","2746","Surgery"
"14306","1759-8478","Journal of NeuroInterventional Surgery","2728","Neurology (clinical)"
"14307","1762-6153",NA,NA,NA
"14308","1765-2723",NA,NA,NA
"14309","1766-3059","Synergies France","1203","Language and Linguistics"
"14310","1766-3059","Synergies France","3310","Linguistics and Language"
"14311","1768-5958",NA,NA,NA
"14312","1772-9971",NA,NA,NA
"14313","1773-0546",NA,NA,NA
"14314","1780-9231",NA,NA,NA
"14315","1783-094X",NA,NA,NA
"14316","1783-7677","Journal on Multimodal User Interfaces","1711","Signal Processing"
"14317","1783-7677","Journal on Multimodal User Interfaces","1709","Human-Computer Interaction"
"14318","1784-3286","Acta Clinica Belgica","2700","Medicine (all)"
"14319","1788-4934","European Journal of Mental Health","3306","Health (social science)"
"14320","1788-4934","European Journal of Mental Health","2921","Psychiatric Mental Health"
"14321","1788-4934","European Journal of Mental Health","3200","Psychology (all)"
"14322","1788-4934","European Journal of Mental Health","2739","Public Health, Environmental and Occupational Health"
"14323","1788-4934","European Journal of Mental Health","2738","Psychiatry and Mental Health"
"14324","1790-9368",NA,NA,NA
"14325","1791-7735","Regional Science Inquiry","3305","Geography, Planning and Development"
"14326","1791-7735","Regional Science Inquiry","3303","Development"
"14327","1791-7735","Regional Science Inquiry","3312","Sociology and Political Science"
"14328","1791-7735","Regional Science Inquiry","2002","Economics and Econometrics"
"14329","1792-7544",NA,NA,NA
"14330","1793-0391","Journal of Chinese Overseas","3316","Cultural Studies"
"14331","1793-0391","Journal of Chinese Overseas","3314","Anthropology"
"14332","1793-0391","Journal of Chinese Overseas","3312","Sociology and Political Science"
"14333","1793-8201",NA,NA,NA
"14334","1793-8430","International Journal of Machine Consciousness","1702","Artificial Intelligence"
"14335","1793-9844",NA,NA,NA
"14336","1793-9933","Journal of International Commerce, Economics and Policy","1400","Business, Management and Accounting (all)"
"14337","1793-9933","Journal of International Commerce, Economics and Policy","2003","Finance"
"14338","1793-9933","Journal of International Commerce, Economics and Policy","2002","Economics and Econometrics"
"14339","1794-192X",NA,NA,NA
"14340","1794-2489",NA,NA,NA
"14341","1794-9254",NA,NA,NA
"14342","1796-6183",NA,NA,NA
"14343","1797-2299",NA,NA,NA
"14344","1798-0798",NA,NA,NA
"14345","1800-363X",NA,NA,NA
"14346","1802-4696","Czech Economic Review","2000","Economics, Econometrics and Finance (all)"
"14347","1802-9930","Discourse and Interaction","1203","Language and Linguistics"
"14348","1802-9930","Discourse and Interaction","3310","Linguistics and Language"
"14349","1803-1617","Journal on Efficiency and Responsibility in Education and Science","3304","Education"
"14350","1804-2724",NA,NA,NA
"14351","1805-3580",NA,NA,NA
"14352","1805-5109",NA,NA,NA
"14353","1805-9961",NA,NA,NA
"14354","1806-0269",NA,NA,NA
"14355","1807-1384",NA,NA,NA
"14356","1807-7692","BAR - Brazilian Administration Review","1408","Strategy and Management"
"14357","1807-8338",NA,NA,NA
"14358","1807-8893",NA,NA,NA
"14359","1808-6020",NA,NA,NA
"14360","1808-7477",NA,NA,NA
"14361","1809-4341","Vibrant Virtual Brazilian Anthropology","3316","Cultural Studies"
"14362","1809-4341","Vibrant Virtual Brazilian Anthropology","3314","Anthropology"
"14363","1809-4341","Vibrant Virtual Brazilian Anthropology","3312","Sociology and Political Science"
"14364","1809-4341","Vibrant Virtual Brazilian Anthropology","3322","Urban Studies"
"14365","1810-2131",NA,NA,NA
"14366","1810-4487",NA,NA,NA
"14367","1810-7478","Concentric: Studies in Linguistics","1203","Language and Linguistics"
"14368","1810-7478","Concentric: Studies in Linguistics","3310","Linguistics and Language"
"14369","1811-3141",NA,NA,NA
"14370","1811-5209","Elements","1906","Geochemistry and Petrology"
"14371","1811-5209","Elements","1901","Earth and Planetary Sciences (miscellaneous)"
"14372","1813-5498","Contemporary Management Research","1404","Management Information Systems"
"14373","1813-5498","Contemporary Management Research","2002","Economics and Econometrics"
"14374","1813-5498","Contemporary Management Research","1408","Strategy and Management"
"14375","1813-5498","Contemporary Management Research","1406","Marketing"
"14376","1813-5498","Contemporary Management Research","2308","Management, Monitoring, Policy and Law"
"14377","1813-5498","Contemporary Management Research","1405","Management of Technology and Innovation"
"14378","1814-2427","Innovative Marketing","2001","Economics, Econometrics and Finance (miscellaneous)"
"14379","1814-2427","Innovative Marketing","1406","Marketing"
"14380","1814-2427","Innovative Marketing","1405","Management of Technology and Innovation"
"14381","1815-347X","Journal of Contemporary European Research","3320","Political Science and International Relations"
"14382","1816-8434",NA,NA,NA
"14383","1817-4434",NA,NA,NA
"14384","1819-1932","Research Journal of Business Management","1403","Business and International Management"
"14385","1819-1932","Research Journal of Business Management","1408","Strategy and Management"
"14386","1819-1932","Research Journal of Business Management","1407","Organizational Behavior and Human Resource Management"
"14387","1819-1932","Research Journal of Business Management","1405","Management of Technology and Innovation"
"14388","1821-150X",NA,NA,NA
"14389","1822-4539",NA,NA,NA
"14390","1822-7864","Problems of Education in the 21st Century","3304","Education"
"14391","1822-8402",NA,NA,NA
"14392","1824-2049","Journal of Science Communication","3315","Communication"
"14393","1824-2979","European Journal of Comparative Economics","2002","Economics and Econometrics"
"14394","1826-0713",NA,NA,NA
"14395","1827-4765","Journal of Anthropological Sciences","3314","Anthropology"
"14396","1828-0447","Internal and Emergency Medicine","2724","Internal Medicine"
"14397","1828-0447","Internal and Emergency Medicine","2711","Emergency Medicine"
"14398","1828-7344","Qwerty","3316","Cultural Studies"
"14399","1828-7344","Qwerty","3315","Communication"
"14400","1828-7344","Qwerty","3304","Education"
"14401","1828-7344","Qwerty","1709","Human-Computer Interaction"
"14402","1829-5797",NA,NA,NA
"14403","1829-9067",NA,NA,NA
"14404","1832-1526",NA,NA,NA
"14405","1832-2077","International Journal of Environmental, Cultural, Economic and Social Sustainability","3305","Geography, Planning and Development"
"14406","1832-2077","International Journal of Environmental, Cultural, Economic and Social Sustainability","2105","Renewable Energy, Sustainability and the Environment"
"14407","1832-2077","International Journal of Environmental, Cultural, Economic and Social Sustainability","3312","Sociology and Political Science"
"14408","1832-2077","International Journal of Environmental, Cultural, Economic and Social Sustainability","2308","Management, Monitoring, Policy and Law"
"14409","1832-8660",NA,NA,NA
"14410","1833-203X",NA,NA,NA
"14411","1833-2110",NA,NA,NA
"14412","1833-8542",NA,NA,NA
"14413","1834-5883",NA,NA,NA
"14414","1835-0550",NA,NA,NA
"14415","1835-3800","Journal of Human Security","3312","Sociology and Political Science"
"14416","1835-3800","Journal of Human Security","3311","Safety Research"
"14417","1835-3800","Journal of Human Security","3320","Political Science and International Relations"
"14418","1835-3800","Journal of Human Security","3308","Law"
"14419","1835-5196",NA,NA,NA
"14420","1835-9132",NA,NA,NA
"14421","1836-0394",NA,NA,NA
"14422","1836-0416",NA,NA,NA
"14423","1836-0939","Animal Production Science","1106","Food Science"
"14424","1836-0939","Animal Production Science","1103","Animal Science and Zoology"
"14425","1836-1935","Australasian Medical Journal","2700","Medicine (all)"
"14426","1836-3393",NA,NA,NA
"14427","1837-4905","Advances in Mental Health","2738","Psychiatry and Mental Health"
"14428","1838-8388",NA,NA,NA
"14429","1839-4191",NA,NA,NA
"14430","1841-8678",NA,NA,NA
"14431","1841-9836","International Journal of Computers, Communications and Control","1706","Computer Science Applications"
"14432","1841-9836","International Journal of Computers, Communications and Control","1705","Computer Networks and Communications"
"14433","1841-9836","International Journal of Computers, Communications and Control","1703","Computational Theory and Mathematics"
"14434","1842-077X",NA,NA,NA
"14435","1842-2497",NA,NA,NA
"14436","1842-7340",NA,NA,NA
"14437","1843-763X",NA,NA,NA
"14438","1843-8520",NA,NA,NA
"14439","1844-458X",NA,NA,NA
"14440","1846-5226","Sociologija i Prostor","3305","Geography, Planning and Development"
"14441","1846-5226","Sociologija i Prostor","3304","Education"
"14442","1846-5226","Sociologija i Prostor","3312","Sociology and Political Science"
"14443","1846-5226","Sociologija i Prostor","3322","Urban Studies"
"14444","1848-5197","Croatian Journal of Education","3304","Education"
"14445","1848-9257","Journal of Sustainable Development of Energy, Water and Environment Systems","2105","Renewable Energy, Sustainability and the Environment"
"14446","1848-9257","Journal of Sustainable Development of Energy, Water and Environment Systems","2301","Environmental Science (miscellaneous)"
"14447","1848-9257","Journal of Sustainable Development of Energy, Water and Environment Systems","2312","Water Science and Technology"
"14448","1848-9257","Journal of Sustainable Development of Energy, Water and Environment Systems","2102","Energy Engineering and Power Technology"
"14449","1849-7020",NA,NA,NA
"14450","1849-8469",NA,NA,NA
"14451","1852-4222",NA,NA,NA
"14452","1853-6247",NA,NA,NA
"14453","1853-7863",NA,NA,NA
"14454","1857-6036",NA,NA,NA
"14455","1857-8799","Balkan Social Science Review","3312","Sociology and Political Science"
"14456","1857-8799","Balkan Social Science Review","3301","Social Sciences (miscellaneous)"
"14457","1857-8799","Balkan Social Science Review","3321","Public Administration"
"14458","1857-8799","Balkan Social Science Review","3320","Political Science and International Relations"
"14459","1857-8799","Balkan Social Science Review","3308","Law"
"14460","1858-4349",NA,NA,NA
"14461","1860-1030",NA,NA,NA
"14462","1860-711X","Journal of Economic Interaction and Coordination","1403","Business and International Management"
"14463","1860-711X","Journal of Economic Interaction and Coordination","2002","Economics and Econometrics"
"14464","1861-4302",NA,NA,NA
"14465","1861-471X","Chemistry - An Asian Journal","1303","Biochemistry"
"14466","1861-471X","Chemistry - An Asian Journal","1605","Organic Chemistry"
"14467","1861-6755","Pravention und Gesundheitsforderung","2739","Public Health, Environmental and Occupational Health"
"14468","1862-5002",NA,NA,NA
"14469","1862-5290",NA,NA,NA
"14470","1863-0383","International Journal of Emerging Technologies in Learning","3304","Education"
"14471","1863-0383","International Journal of Emerging Technologies in Learning","2200","Engineering (all)"
"14472","1863-5954","Journal of Namibian Studies","3316","Cultural Studies"
"14473","1863-5954","Journal of Namibian Studies","1202","History"
"14474","1863-5954","Journal of Namibian Studies","3312","Sociology and Political Science"
"14475","1863-8171","AStA Advances in Statistical Analysis","2603","Analysis"
"14476","1863-8171","AStA Advances in Statistical Analysis","2613","Statistics and Probability"
"14477","1863-8171","AStA Advances in Statistical Analysis","2611","Modeling and Simulation"
"14478","1863-8171","AStA Advances in Statistical Analysis","3301","Social Sciences (miscellaneous)"
"14479","1863-8171","AStA Advances in Statistical Analysis","2002","Economics and Econometrics"
"14480","1863-8171","AStA Advances in Statistical Analysis","2604","Applied Mathematics"
"14481","1864-5909","Evolutionary Intelligence","2601","Mathematics (miscellaneous)"
"14482","1864-5909","Evolutionary Intelligence","1707","Computer Vision and Pattern Recognition"
"14483","1864-5909","Evolutionary Intelligence","2805","Cognitive Neuroscience"
"14484","1864-5909","Evolutionary Intelligence","1702","Artificial Intelligence"
"14485","1864-9335","Social Psychology","3207","Social Psychology"
"14486","1864-9335","Social Psychology","1201","Arts and Humanities (miscellaneous)"
"14487","1864-9335","Social Psychology","3312","Sociology and Political Science"
"14488","1864-9335","Social Psychology","3200","Psychology (all)"
