"","X","issn","tilte","code","area","area2"
"9657",11084,"0307-0131","Byzantine and Modern Greek Studies",1203,"Language and Linguistics","Humanities"
"9658",11085,"0307-0131","Byzantine and Modern Greek Studies",1202,"History","Humanities"
"9659",11086,"0307-0131","Byzantine and Modern Greek Studies",3310,"Linguistics and Language","Social sciences"
"9660",11087,"0307-0131","Byzantine and Modern Greek Studies",1208,"Literature and Literary Theory","Humanities"
"9661",11088,"0307-1375","Arboricultural Journal",1102,"Agronomy and Crop Science","Other"
"9662",11089,"0307-1847","RUSI Journal",3320,"Political Science and International Relations","Social sciences"
"9663",11091,"0307-3378","Bulletin of Economic Research",2002,"Economics and Econometrics","Social sciences"
"9664",11092,"0307-5400","European Law Review",3308,"Law","Law"
"9665",11093,"0307-9023","Research Intelligence",3304,"Education","Social sciences"
"9666",11094,"0308-0188","Interdisciplinary Science Reviews",3301,"Social Sciences (miscellaneous)","Social sciences"
"9667",11095,"0308-0188","Interdisciplinary Science Reviews",1207,"History and Philosophy of Science","Humanities"
"9668",11096,"0308-0226","British Journal of Occupational Therapy",3609,"Occupational Therapy","Other"
"9669",11097,"0308-5759","Adoption & Fostering",3306,"Health (social science)","Social sciences"
"9670",11098,"0308-5759","Adoption & Fostering",3207,"Social Psychology","Other"
"9671",11099,"0308-5759","Adoption & Fostering",3312,"Sociology and Political Science","Social sciences"
"9672",11100,"0308-5759","Adoption & Fostering",3308,"Law","Law"
"9673",11101,"0308-8839","Maritime Policy and Management",3305,"Geography, Planning and Development","Social sciences"
"9674",11102,"0308-8839","Maritime Policy and Management",3313,"Transportation","Social sciences"
"9675",11103,"0308-8839","Maritime Policy and Management",2212,"Ocean Engineering","Other"
"9676",11104,"0308-8839","Maritime Policy and Management",2308,"Management, Monitoring, Policy and Law","Other"
"9677",11105,"0309-0892","Journal for the Study of the Old Testament",1212,"Religious Studies","Humanities"
"9678",11107,"0312-8962","Australian Journal of Management",1400,"Business, Management and Accounting (all)","Social sciences"
"9679",11108,"0313-5373","Australian Journal of Teacher Education",3304,"Education","Social sciences"
"9680",11110,"0315-0860","Historia Mathematica",2600,"Mathematics (all)","Other"
"9681",11111,"0315-0860","Historia Mathematica",1202,"History","Humanities"
"9682",11112,"0315-5986","INFOR",1711,"Signal Processing","Other"
"9683",11113,"0315-5986","INFOR",1710,"Information Systems","Other"
"9684",11114,"0315-5986","INFOR",1706,"Computer Science Applications","Other"
"9685",11115,"0317-1671","Canadian Journal of Neurological Sciences",2808,"Neurology","Other"
"9686",11116,"0317-1671","Canadian Journal of Neurological Sciences",2728,"Neurology (clinical)","Other"
"9687",11117,"0318-6954","Archivaria",3309,"Library and Information Sciences","Social sciences"
"9688",11119,"0325-8203","Interdisciplinaria",3200,"Psychology (all)","Other"
"9689",11120,"0326-2383","Acta Farmaceutica Bonaerense",3003,"Pharmaceutical Science","Other"
"9690",11125,"0332-5865","Nordic Journal of Linguistics",1203,"Language and Linguistics","Humanities"
"9691",11126,"0332-5865","Nordic Journal of Linguistics",3310,"Linguistics and Language","Social sciences"
"9692",11128,"0338-0599","Revue d'Etudes Comparatives Est-Ouest",2003,"Finance","Social sciences"
"9693",11129,"0338-0599","Revue d'Etudes Comparatives Est-Ouest",3320,"Political Science and International Relations","Social sciences"
"9694",11130,"0340-0352","IFLA Journal",3309,"Library and Information Sciences","Social sciences"
"9695",11131,"0340-9422","Zeitschrift fuer Operations-Research, Serie B: Praxis",2200,"Engineering (all)","Other"
"9696",11132,"0342-2380","Sportwissenschaft",3612,"Physical Therapy, Sports Therapy and Rehabilitation","Other"
"9697",11133,"0342-2380","Sportwissenschaft",2732,"Orthopedics and Sports Medicine","Other"
"9698",11134,"0346-251X","System",1203,"Language and Linguistics","Humanities"
"9699",11135,"0346-251X","System",3304,"Education","Social sciences"
"9700",11136,"0346-251X","System",3310,"Linguistics and Language","Social sciences"
"9701",11137,"0348-6672","Swedish dental journal. Supplement",2700,"Medicine (all)","Other"
"9702",11138,"0349-6287","Raw Materials Report",3305,"Geography, Planning and Development","Social sciences"
"9703",11139,"0351-3947","Obnovljeni Zivot",1212,"Religious Studies","Humanities"
"9704",11140,"0351-3947","Obnovljeni Zivot",1211,"Philosophy","Philosophy"
"9705",11141,"0353-4510","Filozofski Vestnik",1212,"Religious Studies","Humanities"
"9706",11142,"0353-5053","Psychiatria Danubina",2738,"Psychiatry and Mental Health","Other"
"9707",11143,"0353-6777","Dve Domovini",3317,"Demography","Social sciences"
"9708",11144,"0353-6777","Dve Domovini",3316,"Cultural Studies","Social sciences"
"9709",11145,"0353-6777","Dve Domovini",3312,"Sociology and Political Science","Social sciences"
"9710",11146,"0358-5522","Scandinavian Economic History Review",3305,"Geography, Planning and Development","Social sciences"
"9711",11147,"0358-5522","Scandinavian Economic History Review",1202,"History","Humanities"
"9712",11148,"0358-5522","Scandinavian Economic History Review",1201,"Arts and Humanities (miscellaneous)","Humanities"
"9713",11149,"0358-5522","Scandinavian Economic History Review",2202,"Aerospace Engineering","Other"
"9714",11150,"0360-151X","Brigham Young University law review",2700,"Medicine (all)","Other"
"9715",11151,"0360-5442","Energy",2205,"Civil and Structural Engineering","Other"
"9716",11152,"0360-5442","Energy",2611,"Modeling and Simulation","Other"
"9717",11153,"0360-5442","Energy",2105,"Renewable Energy, Sustainability and the Environment","Other"
"9718",11154,"0360-5442","Energy",2215,"Building and Construction","Other"
"9719",11155,"0360-5442","Energy",2103,"Fuel Technology","Other"
"9720",11156,"0360-5442","Energy",2102,"Energy Engineering and Power Technology","Other"
"9721",11157,"0360-5442","Energy",2310,"Pollution","Other"
"9722",11158,"0360-5442","Energy",2210,"Mechanical Engineering","Other"
"9723",11159,"0360-5442","Energy",2100,"Energy (all)","Other"
"9724",11160,"0360-5442","Energy",2308,"Management, Monitoring, Policy and Law","Other"
"9725",11161,"0360-5442","Energy",2209,"Industrial and Manufacturing Engineering","Other"
"9726",11162,"0360-5442","Energy",2208,"Electrical and Electronic Engineering","Other"
"9727",11163,"0360-8352","Computers and Industrial Engineering",1700,"Computer Science (all)","Other"
"9728",11164,"0360-8352","Computers and Industrial Engineering",2200,"Engineering (all)","Other"
"9729",11165,"0361-5413","History in Africa",1202,"History","Humanities"
"9730",11167,"0361-5995","Soil Science Society of America Journal",1111,"Soil Science","Other"
"9731",11168,"0361-803X","American Journal of Roentgenology",2741,"Radiology, Nuclear Medicine and Imaging","Other"
"9732",11169,"0362-1340","SIGPLAN Notices (ACM Special Interest Group on Programming Languages)",1712,"Software","Other"
"9733",11170,"0362-1340","SIGPLAN Notices (ACM Special Interest Group on Programming Languages)",1704,"Computer Graphics and Computer-Aided Design","Other"
"9734",11171,"0362-1529","Traditio",1213,"Visual Arts and Performing Arts","Humanities"
"9735",11172,"0362-1529","Traditio",1212,"Religious Studies","Humanities"
"9736",11173,"0362-1529","Traditio",1211,"Philosophy","Philosophy"
"9737",11174,"0362-1529","Traditio",1208,"Literature and Literary Theory","Humanities"
"9738",11175,"0362-2436","Spine",2732,"Orthopedics and Sports Medicine","Other"
"9739",11176,"0362-2436","Spine",2728,"Neurology (clinical)","Other"
"9740",11177,"0363-0307","Golden Gate University law review. Golden Gate University. School of Law",2700,"Medicine (all)","Other"
"9741",11179,"0363-2415","Fisheries",1104,"Aquatic Science","Other"
"9742",11180,"0363-2415","Fisheries",2309,"Nature and Landscape Conservation","Other"
"9743",11182,"0363-6941","Journal of English and Germanic Philology",1203,"Language and Linguistics","Humanities"
"9744",11183,"0363-6941","Journal of English and Germanic Philology",3310,"Linguistics and Language","Social sciences"
"9745",11184,"0363-6941","Journal of English and Germanic Philology",1208,"Literature and Literary Theory","Humanities"
"9746",11185,"0364-3107","Administration in Social Work",3306,"Health (social science)","Social sciences"
"9747",11186,"0364-3107","Administration in Social Work",3321,"Public Administration","Social sciences"
"9748",11187,"0367-0031","Deutsche Zeitschrift fur die Gesamte Gerichtliche Medizin",2734,"Pathology and Forensic Medicine","Other"
"9749",11188,"0367-0031","Deutsche Zeitschrift fur die Gesamte Gerichtliche Medizin",2701,"Medicine (miscellaneous)","Other"
"9750",11189,"0367-0031","Deutsche Zeitschrift fur die Gesamte Gerichtliche Medizin",3308,"Law","Law"
"9751",11190,"0373-4633","Journal of Navigation",1910,"Oceanography","Other"
"9752",11191,"0373-4633","Journal of Navigation",2212,"Ocean Engineering","Other"
"9753",11192,"0374-4884","Journal of the Korean Physical Society",3100,"Physics and Astronomy (all)","Other"
"9754",11193,"0377-7480","Journal of Rural Co-operation",3305,"Geography, Planning and Development","Social sciences"
"9755",11194,"0377-7480","Journal of Rural Co-operation",3322,"Urban Studies","Social sciences"
"9756",11195,"0377-919X","Journal of Palestine Studies",3305,"Geography, Planning and Development","Social sciences"
"9757",11196,"0377-919X","Journal of Palestine Studies",3312,"Sociology and Political Science","Social sciences"
"9758",11197,"0378-1135","Veterinary Microbiology",2404,"Microbiology","Other"
"9759",11198,"0378-1135","Veterinary Microbiology",3400,"Veterinary (all)","Other"
"9760",11200,"0378-3774","Agricultural Water Management",1102,"Agronomy and Crop Science","Other"
"9761",11201,"0378-3774","Agricultural Water Management",2312,"Water Science and Technology","Other"
"9762",11202,"0378-3774","Agricultural Water Management",1111,"Soil Science","Other"
"9763",11203,"0378-3774","Agricultural Water Management",1904,"Earth-Surface Processes","Other"
"9764",11204,"0378-5920","World Economy",1402,"Accounting","Social sciences"
"9765",11205,"0378-5920","World Economy",2003,"Finance","Social sciences"
"9766",11206,"0378-5920","World Economy",2002,"Economics and Econometrics","Social sciences"
"9767",11207,"0378-5920","World Economy",3320,"Political Science and International Relations","Social sciences"
"9768",11208,"0379-4369","South African Journal of Wildlife Research",2303,"Ecology","Other"
"9769",11209,"0379-4369","South African Journal of Wildlife Research",1103,"Animal Science and Zoology","Other"
"9770",11211,"0379-7724","Higher Education in Europe",3304,"Education","Social sciences"
"9771",11212,"0380-1330","Journal of Great Lakes Research",1105,"Ecology, Evolution, Behavior and Systematics","Other"
"9772",11213,"0380-1330","Journal of Great Lakes Research",1104,"Aquatic Science","Other"
"9773",11214,"0380-1330","Journal of Great Lakes Research",2303,"Ecology","Other"
"9774",11215,"0383-6320","Sante Mentale au Quebec",2921,"Psychiatric Mental Health","Other"
"9775",11216,"0383-6320","Sante Mentale au Quebec",3203,"Clinical Psychology","Other"
"9776",11217,"0383-6320","Sante Mentale au Quebec",2738,"Psychiatry and Mental Health","Other"
"9777",11219,"0385-7417","Behaviormetrika",2603,"Analysis","Other"
"9778",11220,"0385-7417","Behaviormetrika",3205,"Experimental and Cognitive Psychology","Other"
"9779",11221,"0385-7417","Behaviormetrika",3203,"Clinical Psychology","Other"
"9780",11222,"0385-7417","Behaviormetrika",2604,"Applied Mathematics","Other"
"9781",11226,"0391-8440","International Journal of Transport Economics",3305,"Geography, Planning and Development","Social sciences"
"9782",11227,"0391-8440","International Journal of Transport Economics",3313,"Transportation","Social sciences"
"9783",11229,"0391-9714","History and Philosophy of the Life Sciences",1202,"History","Humanities"
"9784",11230,"0391-9714","History and Philosophy of the Life Sciences",1201,"Arts and Humanities (miscellaneous)","Humanities"
"9785",11231,"0391-9714","History and Philosophy of the Life Sciences",1207,"History and Philosophy of Science","Humanities"
"9786",11232,"0392-7342","Elenchos",1205,"Classics","Humanities"
"9787",11233,"0392-7342","Elenchos",1211,"Philosophy","Philosophy"
"9788",11234,"0393-2990","European Journal of Epidemiology",2713,"Epidemiology","Other"
"9789",11235,"0393-8255","Versus",1203,"Language and Linguistics","Humanities"
"9790",11236,"0393-8255","Versus",1211,"Philosophy","Philosophy"
"9791",11237,"0393-8255","Versus",3202,"Applied Psychology","Other"
"9792",11238,"0393-8255","Versus",3310,"Linguistics and Language","Social sciences"
"9793",11239,"0393-9375","Human Evolution",3314,"Anthropology","Social sciences"
"9794",11240,"0394-6320","International Journal of Immunopathology and Pharmacology",2723,"Immunology and Allergy","Other"
"9795",11241,"0394-6320","International Journal of Immunopathology and Pharmacology",2403,"Immunology","Other"
"9796",11242,"0394-6320","International Journal of Immunopathology and Pharmacology",3004,"Pharmacology","Other"
"9797",11243,"0397-7870","Revue Francaise d'Etudes Americaines",3316,"Cultural Studies","Social sciences"
"9798",11244,"0397-7870","Revue Francaise d'Etudes Americaines",1201,"Arts and Humanities (miscellaneous)","Humanities"
"9799",11245,"0397-7870","Revue Francaise d'Etudes Americaines",3312,"Sociology and Political Science","Social sciences"
"9800",11246,"0425-0494","English in Education",3304,"Education","Social sciences"
"9801",11247,"0425-0494","English in Education",1203,"Language and Linguistics","Humanities"
"9802",11248,"0425-0494","English in Education",3310,"Linguistics and Language","Social sciences"
"9803",11249,"0425-0494","English in Education",1208,"Literature and Literary Theory","Humanities"
"9804",11250,"0439-4216","Homme",3314,"Anthropology","Social sciences"
"9805",11251,"0439-4216","Homme",1201,"Arts and Humanities (miscellaneous)","Humanities"
"9806",11252,"0486-3739","Renaissance Drama",1208,"Literature and Literary Theory","Humanities"
"9807",11253,"0497-1817","Temenos",1212,"Religious Studies","Humanities"
"9808",11255,"0514-7336","Zephyrus",1204,"Archeology (arts and humanities)","Humanities"
"9809",11256,"0514-7336","Zephyrus",1202,"History","Humanities"
"9810",11257,"0514-7336","Zephyrus",3302,"Archeology","Social sciences"
"9811",11258,"0531-5131","International Congress Series",2700,"Medicine (all)","Other"
"9812",11262,"0570-1864","Annals of Regional Science",2300,"Environmental Science (all)","Other"
"9813",11263,"0570-1864","Annals of Regional Science",3300,"Social Sciences (all)","Social sciences"
"9814",11266,"0578-6967","Iran",3316,"Cultural Studies","Social sciences"
"9815",11267,"0578-6967","Iran",3314,"Anthropology","Social sciences"
"9816",11268,"0578-6967","Iran",1200,"Arts and Humanities (all)","Humanities"
"9817",11269,"0587-2405","Acta Academica",1200,"Arts and Humanities (all)","Humanities"
"9818",11270,"0587-2405","Acta Academica",3300,"Social Sciences (all)","Social sciences"
"9819",11272,"0700-3862","Labour/Le Travail",1202,"History","Humanities"
"9820",11273,"0700-3862","Labour/Le Travail",1410,"Industrial Relations","Social sciences"
"9821",11274,"0700-3862","Labour/Le Travail",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"9822",11275,"0701-1008","Etudes / Inuit / Studies",1200,"Arts and Humanities (all)","Humanities"
"9823",11276,"0701-1008","Etudes / Inuit / Studies",3300,"Social Sciences (all)","Social sciences"
"9824",11277,"0701-1784","Canadian Water Resources Journal",2312,"Water Science and Technology","Other"
"9825",11279,"0709-4698","Victorian Periodicals Review",1208,"Literature and Literary Theory","Humanities"
"9826",11280,"0709-4698","Victorian Periodicals Review",1207,"History and Philosophy of Science","Humanities"
"9827",11282,"0709-549X","Ultimate Reality and Meaning",1211,"Philosophy","Philosophy"
"9828",11284,"0713-3235","Canadian Woman Studies",3318,"Gender Studies","Social sciences"
"9829",11285,"0713-3235","Canadian Woman Studies",3312,"Sociology and Political Science","Social sciences"
"9830",11286,"0716-0852","ARQ",1206,"Conservation","Humanities"
"9831",11287,"0716-0852","ARQ",2216,"Architecture","Other"
"9832",11288,"0716-0852","ARQ",1213,"Visual Arts and Performing Arts","Humanities"
"9833",11290,"0716-7520","Logos: Revista de Linguistica, Filosofia y Literatura",1203,"Language and Linguistics","Humanities"
"9834",11291,"0716-7520","Logos: Revista de Linguistica, Filosofia y Literatura",1211,"Philosophy","Philosophy"
"9835",11292,"0716-7520","Logos: Revista de Linguistica, Filosofia y Literatura",3310,"Linguistics and Language","Social sciences"
"9836",11293,"0716-7520","Logos: Revista de Linguistica, Filosofia y Literatura",1208,"Literature and Literary Theory","Humanities"
"9837",11294,"0717-4888","Revista de Derecho Administrativo Economico",3321,"Public Administration","Social sciences"
"9838",11295,"0717-4888","Revista de Derecho Administrativo Economico",3308,"Law","Law"
"9839",11296,"0717-554X","Cinta de Moebio",3301,"Social Sciences (miscellaneous)","Social sciences"
"9840",11297,"0717-554X","Cinta de Moebio",1211,"Philosophy","Philosophy"
"9841",11298,"0717-6384","Medwave",2700,"Medicine (all)","Other"
"9842",11302,"0720-4299","Fortschritte der Neurologie Psychiatrie",2808,"Neurology","Other"
"9843",11303,"0720-4299","Fortschritte der Neurologie Psychiatrie",2728,"Neurology (clinical)","Other"
"9844",11304,"0720-4299","Fortschritte der Neurologie Psychiatrie",2738,"Psychiatry and Mental Health","Other"
"9845",11305,"0722-1541","Nervenheilkunde",2728,"Neurology (clinical)","Other"
"9846",11306,"0722-1541","Nervenheilkunde",2714,"Family Practice","Other"
"9847",11307,"0722-4028","Coral Reefs",1104,"Aquatic Science","Other"
"9848",11308,"0730-0913","Journal of the American College of Toxicology",3005,"Toxicology","Other"
"9849",11310,"0730-9139","Studies in Latin American Popular Culture",1201,"Arts and Humanities (miscellaneous)","Humanities"
"9850",11311,"0731-2199","Advances in Health Economics and Health Services Research",3306,"Health (social science)","Social sciences"
"9851",11312,"0731-2199","Advances in Health Economics and Health Services Research",2719,"Health Policy","Other"
"9852",11313,"0731-2199","Advances in Health Economics and Health Services Research",2739,"Public Health, Environmental and Occupational Health","Other"
"9853",11314,"0731-9053","Advances in Econometrics",2002,"Economics and Econometrics","Social sciences"
"9854",11315,"0732-0582","Annual Review of Immunology",2723,"Immunology and Allergy","Other"
"9855",11316,"0732-0582","Annual Review of Immunology",2403,"Immunology","Other"
"9856",11317,"0732-0671","Advances in Library Administration and Organization",3321,"Public Administration","Social sciences"
"9857",11318,"0732-0671","Advances in Library Administration and Organization",3309,"Library and Information Sciences","Social sciences"
"9858",11319,"0732-4928","The annual of the Society of Christian Ethics. Society of Christian Ethics (U. S.)",2700,"Medicine (all)","Other"
"9859",11321,"0733-3536","Computer-Aided Engineering",1700,"Computer Science (all)","Other"
"9860",11322,"0733-3536","Computer-Aided Engineering",2200,"Engineering (all)","Other"
"9861",11323,"0733-4648","Journal of Applied Gerontology",2909,"Gerontology","Other"
"9862",11324,"0733-4648","Journal of Applied Gerontology",2717,"Geriatrics and Gerontology","Other"
"9863",11325,"0733-8619","Neurologic Clinics",2728,"Neurology (clinical)","Other"
"9864",11326,"0733-9380","Journal of Professional Issues in Engineering - ASCE",2200,"Engineering (all)","Other"
"9865",11327,"0734-306X","Journal of Labor Economics",1410,"Industrial Relations","Social sciences"
"9866",11328,"0734-306X","Journal of Labor Economics",2002,"Economics and Econometrics","Social sciences"
"9867",11329,"0734-371X","Review of Public Personnel Administration",3321,"Public Administration","Social sciences"
"9868",11330,"0734-371X","Review of Public Personnel Administration",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"9869",11331,"0735-0015","Journal of Business and Economic Statistics",2613,"Statistics and Probability","Other"
"9870",11332,"0735-0015","Journal of Business and Economic Statistics",3301,"Social Sciences (miscellaneous)","Social sciences"
"9871",11333,"0735-0015","Journal of Business and Economic Statistics",2002,"Economics and Econometrics","Social sciences"
"9872",11334,"0735-0015","Journal of Business and Economic Statistics",1804,"Statistics, Probability and Uncertainty","Other"
"9873",11335,"0735-0414","Alcohol and Alcoholism",2701,"Medicine (miscellaneous)","Other"
"9874",11336,"0735-0414","Alcohol and Alcoholism",3005,"Toxicology","Other"
"9875",11337,"0735-0414","Alcohol and Alcoholism",2738,"Psychiatry and Mental Health","Other"
"9876",11338,"0735-1097","Journal of the American College of Cardiology",2705,"Cardiology and Cardiovascular Medicine","Other"
"9877",11339,"0735-1968","Journal of Park and Recreation Administration",3301,"Social Sciences (miscellaneous)","Social sciences"
"9878",11340,"0735-1968","Journal of Park and Recreation Administration",3322,"Urban Studies","Social sciences"
"9879",11341,"0735-1968","Journal of Park and Recreation Administration",1409,"Tourism, Leisure and Hospitality Management","Social sciences"
"9880",11342,"0735-1968","Journal of Park and Recreation Administration",2309,"Nature and Landscape Conservation","Other"
"9881",11343,"0735-3766","Journal of Business Logistics",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"9882",11344,"0735-3766","Journal of Business Logistics",1803,"Management Science and Operations Research","Other"
"9883",11345,"0735-6331","Journal of Educational Computing Research",3304,"Education","Social sciences"
"9884",11346,"0735-6331","Journal of Educational Computing Research",1706,"Computer Science Applications","Other"
"9885",11347,"0735-6757","American Journal of Emergency Medicine",2711,"Emergency Medicine","Other"
"9886",11348,"0735-9683","Health Marketing Quarterly",3600,"Health Professions  (all)","Other"
"9887",11349,"0735-9683","Health Marketing Quarterly",1406,"Marketing","Social sciences"
"9888",11351,"0736-9735","Psychoanalytic Psychology",3203,"Clinical Psychology","Other"
"9889",11352,"0737-1209","Public Health Nursing",2900,"Nursing (all)","Other"
"9890",11353,"0737-1209","Public Health Nursing",2739,"Public Health, Environmental and Occupational Health","Other"
"9891",11354,"0737-3759","Quebec Studies",3316,"Cultural Studies","Social sciences"
"9892",11355,"0737-3759","Quebec Studies",1201,"Arts and Humanities (miscellaneous)","Humanities"
"9893",11356,"0737-3759","Quebec Studies",3301,"Social Sciences (miscellaneous)","Social sciences"
"9894",11357,"0737-7037","Journal of Folklore Research",3316,"Cultural Studies","Social sciences"
"9895",11358,"0737-7037","Journal of Folklore Research",1210,"Music","Humanities"
"9896",11359,"0737-8831","Library Hi Tech",1710,"Information Systems","Other"
"9897",11360,"0737-8831","Library Hi Tech",3309,"Library and Information Sciences","Social sciences"
"9898",11361,"0738-0577","Occupational Therapy in Health Care",3609,"Occupational Therapy","Other"
"9899",11362,"0739-3180","Critical Studies in Mass Communication",3315,"Communication","Social sciences"
"9900",11363,"0739-8859","Research in Transportation Economics",3313,"Transportation","Social sciences"
"9901",11364,"0739-8859","Research in Transportation Economics",2001,"Economics, Econometrics and Finance (miscellaneous)","Social sciences"
"9902",11365,"0739-9863","Hispanic Journal of Behavioral Sciences",3207,"Social Psychology","Other"
"9903",11366,"0739-9863","Hispanic Journal of Behavioral Sciences",3316,"Cultural Studies","Social sciences"
"9904",11367,"0739-9863","Hispanic Journal of Behavioral Sciences",3314,"Anthropology","Social sciences"
"9905",11368,"0739-9863","Hispanic Journal of Behavioral Sciences",3310,"Linguistics and Language","Social sciences"
"9906",11369,"0740-1558","Yearbook for Traditional Music",1210,"Music","Humanities"
"9907",11370,"0740-2007","Ancient Philosophy",1205,"Classics","Humanities"
"9908",11371,"0740-2007","Ancient Philosophy",1211,"Philosophy","Philosophy"
"9909",11372,"0740-2570","Seminars in Diagnostic Pathology",2734,"Pathology and Forensic Medicine","Other"
"9910",11373,"0740-5472","Journal of Substance Abuse Treatment",2921,"Psychiatric Mental Health","Other"
"9911",11374,"0740-5472","Journal of Substance Abuse Treatment",2701,"Medicine (miscellaneous)","Other"
"9912",11375,"0740-5472","Journal of Substance Abuse Treatment",3203,"Clinical Psychology","Other"
"9913",11376,"0740-5472","Journal of Substance Abuse Treatment",2738,"Psychiatry and Mental Health","Other"
"9914",11378,"0740-7459","IEEE Software",1712,"Software","Other"
"9915",11379,"0740-9710","Food and Foodways",1106,"Food Science","Other"
"9916",11380,"0740-9710","Food and Foodways",3306,"Health (social science)","Social sciences"
"9917",11381,"0740-9710","Food and Foodways",3316,"Cultural Studies","Social sciences"
"9918",11382,"0740-9710","Food and Foodways",3314,"Anthropology","Social sciences"
"9919",11383,"0740-9710","Food and Foodways",3312,"Sociology and Political Science","Social sciences"
"9920",11385,"0741-5214","Journal of Vascular Surgery",2746,"Surgery","Other"
"9921",11386,"0741-5214","Journal of Vascular Surgery",2705,"Cardiology and Cardiovascular Medicine","Other"
"9922",11387,"0741-7136","Adult Education Quarterly",3304,"Education","Social sciences"
"9923",11388,"0742-3071","Diabetic Medicine",2724,"Internal Medicine","Other"
"9924",11389,"0742-3071","Diabetic Medicine",2712,"Endocrinology, Diabetes and Metabolism","Other"
"9925",11390,"0742-3071","Diabetic Medicine",1310,"Endocrinology","Other"
"9926",11392,"0742-5562","Journal of the Midwest Modern Language Association",1208,"Literature and Literary Theory","Humanities"
"9927",11393,"0742-5627","Innovative Higher Education",3304,"Education","Social sciences"
"9928",11394,"0742-597X","Journal of Management in Engineering - ASCE",1410,"Industrial Relations","Social sciences"
"9929",11395,"0742-597X","Journal of Management in Engineering - ASCE",2200,"Engineering (all)","Other"
"9930",11396,"0742-597X","Journal of Management in Engineering - ASCE",1408,"Strategy and Management","Social sciences"
"9931",11397,"0742-597X","Journal of Management in Engineering - ASCE",1803,"Management Science and Operations Research","Other"
"9932",11398,"0743-7315","Journal of Parallel and Distributed Computing",1712,"Software","Other"
"9933",11399,"0743-7315","Journal of Parallel and Distributed Computing",2614,"Theoretical Computer Science","Other"
"9934",11400,"0743-7315","Journal of Parallel and Distributed Computing",1708,"Hardware and Architecture","Other"
"9935",11401,"0743-7315","Journal of Parallel and Distributed Computing",1705,"Computer Networks and Communications","Other"
"9936",11402,"0743-7315","Journal of Parallel and Distributed Computing",1702,"Artificial Intelligence","Other"
"9937",11403,"0743-8346","Journal of Perinatology",2735,"Pediatrics, Perinatology and Child Health","Other"
"9938",11404,"0743-8346","Journal of Perinatology",2729,"Obstetrics and Gynecology","Other"
"9939",11405,"0745-5194","Medical Anthropology Quarterly",3314,"Anthropology","Social sciences"
"9940",11407,"0748-9633","Journal of Counseling and Development",3202,"Applied Psychology","Other"
"9941",11409,"0749-0739","Veterinary Clinics of North America. Equine Practice",3402,"Equine","Other"
"9942",11410,"0749-2081","Seminars in Oncology Nursing",2917,"Oncology (nursing)","Other"
"9943",11411,"0749-3797","American Journal of Preventive Medicine",2713,"Epidemiology","Other"
"9944",11412,"0749-3797","American Journal of Preventive Medicine",2739,"Public Health, Environmental and Occupational Health","Other"
"9945",11413,"0749-8047","Clinical Journal of Pain",2728,"Neurology (clinical)","Other"
"9946",11414,"0749-8047","Clinical Journal of Pain",2703,"Anesthesiology and Pain Medicine","Other"
"9947",11416,"0755-4982","Presse Medicale",2700,"Medicine (all)","Other"
"9948",11417,"0759-1063","BMS Bulletin of Sociological Methodology/ Bulletin de Methodologie Sociologique",3312,"Sociology and Political Science","Social sciences"
"9949",11418,"0760-5668","Terrain",3314,"Anthropology","Social sciences"
"9950",11419,"0761-8980","Recherche - Transports - Securite",2203,"Automotive Engineering","Other"
"9951",11420,"0761-8980","Recherche - Transports - Securite",3313,"Transportation","Social sciences"
"9952",11422,"0765-0752","Revue europeenne des migrations internationales",2700,"Medicine (all)","Other"
"9953",11427,"0802-6106","International Journal of Applied Linguistics",1203,"Language and Linguistics","Humanities"
"9954",11428,"0802-6106","International Journal of Applied Linguistics",3310,"Linguistics and Language","Social sciences"
"9955",11429,"0803-706X","International Forum of Psychoanalysis",3203,"Clinical Psychology","Other"
"9956",11430,"0803-706X","International Forum of Psychoanalysis",2738,"Psychiatry and Mental Health","Other"
"9957",11434,"0813-4839","Behaviour Change",3205,"Experimental and Cognitive Psychology","Other"
"9958",11435,"0813-4839","Behaviour Change",3203,"Clinical Psychology","Other"
"9959",11437,"0814-0626","Australian Journal of Environmental Education",3304,"Education","Social sciences"
"9960",11438,"0814-0626","Australian Journal of Environmental Education",2300,"Environmental Science (all)","Other"
"9961",11439,"0814-5857","Musicology Australia",1210,"Music","Humanities"
"9962",11441,"0825-8597","Journal of Palliative Care",2700,"Medicine (all)","Other"
"9963",11443,"0827-6331","Journal of Small Business and Entrepreneurship",1403,"Business and International Management","Social sciences"
"9964",11444,"0827-6331","Journal of Small Business and Entrepreneurship",1408,"Strategy and Management","Social sciences"
"9965",11445,"0829-2922","Religious Studies and Theology",1212,"Religious Studies","Humanities"
"9966",11448,"0843-4379","Energy Studies Review",2305,"Environmental Engineering","Other"
"9967",11449,"0843-4379","Energy Studies Review",2002,"Economics and Econometrics","Social sciences"
"9968",11450,"0843-4379","Energy Studies Review",2100,"Energy (all)","Other"
"9969",11461,"0858-0855","ABAC Journal",3304,"Education","Social sciences"
"9970",11462,"0858-0855","ABAC Journal",1400,"Business, Management and Accounting (all)","Social sciences"
